-0	-0	0	0	0	0	0	0
1	2.4312e-05	0	0	0	6.07801e-06	0	6.07801e-06
2	-0	0	0	0	1.8234e-05	-6.07801e-06	2.4312e-05
3	2.4312e-05	6.07801e-06	6.07801e-06	-6.07801e-06	3.6468e-05	-6.07801e-06	4.86241e-05
4	2.4312e-05	1.8234e-05	1.2156e-05	-6.07801e-06	6.07801e-05	-1.2156e-05	7.90141e-05
5	4.25461e-05	1.8234e-05	1.2156e-05	-1.2156e-05	7.90141e-05	-1.8234e-05	0.000103326
6	6.68581e-05	2.4312e-05	1.8234e-05	-2.4312e-05	8.50921e-05	-3.039e-05	0.000109404
7	2.4312e-05	4.25461e-05	3.039e-05	-3.039e-05	0.00012156	-3.6468e-05	0.00015195
8	4.86241e-05	4.86241e-05	4.25461e-05	-4.25461e-05	0.000139794	-4.25461e-05	0.000176262
9	6.68581e-05	5.47021e-05	4.86241e-05	-6.07801e-05	0.000133716	-6.07801e-05	0.000170184
10	4.86241e-05	6.68581e-05	6.07801e-05	-7.29361e-05	0.000188418	-7.29361e-05	0.000218808
11	4.86241e-05	8.50921e-05	7.29361e-05	-8.50921e-05	0.000237042	-7.90141e-05	0.000267432
12	7.29361e-05	9.72481e-05	8.50921e-05	-0.000103326	0.000255276	-9.72481e-05	0.000285666
13	9.72481e-05	0.000115482	0.000103326	-0.000127638	0.000261354	-0.000115482	0.000297822
14	0.000115482	0.000139794	0.00012156	-0.000145872	0.000291744	-0.000127638	0.00033429
15	0.00012156	0.000158028	0.000133716	-0.000170184	0.000206652	-0.00015195	0.000255276
16	3.6468e-05	0.00018234	0.000145872	-0.000194496	0.000322134	-0.000170184	0.000376836
17	1.2156e-05	0.000218808	0.000170184	-0.00021273	0.000382914	-0.00018234	0.000443695
18	2.4312e-05	0.00024312	0.000188418	-0.000249198	0.000395071	-0.000206652	0.000474085
19	3.039e-05	0.00027351	0.00021273	-0.00027351	0.000443695	-0.000230964	0.000534865
20	3.039e-05	0.0003039	0.000230964	-0.0003039	0.000492319	-0.000249198	0.000595645
21	5.47021e-05	0.000340368	0.000255276	-0.000328212	0.000510553	-0.000267432	0.000626035
22	3.039e-05	0.000388993	0.000285666	-0.000358602	0.000559177	-0.000291744	0.000692893
23	5.47021e-05	0.000419383	0.000309978	-0.000388993	0.000516631	-0.000309978	0.000668581
24	1.2156e-05	0.000461929	0.00033429	-0.000425461	0.000601723	-0.00033429	0.000771907
25	-0	0.000498397	0.000358602	-0.000455851	0.000650347	-0.00036468	0.000844843
26	6.07801e-06	0.000547021	0.000388992	-0.000492319	0.000705049	-0.000382914	0.000923857
27	3.039e-05	0.000595645	0.000419383	-0.000522709	0.000735439	-0.000407227	0.000978559
28	5.47021e-05	0.000644269	0.000449773	-0.000559177	0.000723283	-0.000431539	0.000996793
29	4.25461e-05	0.000705049	0.000480163	-0.000595645	0.000790141	-0.000449773	0.0011062
30	6.68581e-05	0.000753673	0.000516631	-0.000626035	0.000808375	-0.000486241	0.00115482
31	9.11701e-05	0.000808375	0.000547021	-0.000662503	0.000832687	-0.000516631	0.00122168
32	9.11701e-05	0.000869155	0.000583489	-0.000698971	0.000893467	-0.000559177	0.00131893
33	3.039e-05	0.000929935	0.000619957	-0.000735439	0.000984637	-0.000559177	0.00145264
34	5.47021e-05	0.000990715	0.000662503	-0.000771907	0.000936013	-0.000589567	0.00144657
35	7.90141e-05	0.00105757	0.000698971	-0.000808375	0.000966403	-0.000619957	0.00152558
36	6.07801e-05	0.00111835	0.000735439	-0.000844843	0.00103934	-0.000650347	0.0016593
37	-1.2156e-05	0.00118521	0.000777985	-0.000881311	0.00117306	-0.000680737	0.00184164
38	1.8234e-05	0.00125815	0.000814453	-0.000923857	0.00118521	-0.000711127	0.00190849
