-0	-0	0	0	0	0	0	0
1	2.4312e-05	6.07801e-06	6.07801e-06	0	1.2156e-05	-6.07801e-06	2.4312e-05
2	-0	4.86241e-05	2.4312e-05	-1.2156e-05	6.07801e-05	-2.4312e-05	9.72481e-05
3	2.4312e-05	0.000145872	5.47021e-05	-3.6468e-05	9.72481e-05	-4.86241e-05	0.000218808
4	2.4312e-05	0.000309978	0.000109404	-6.07801e-05	0.000164106	-8.50921e-05	0.000437617
5	4.25461e-05	0.000559177	0.00018234	-9.72481e-05	0.000237042	-0.000133716	0.000765829
6	6.68581e-05	0.000899545	0.000279588	-0.000133716	0.000328212	-0.000188418	0.00122776
7	2.4312e-05	0.00136147	0.000413305	-0.00015195	0.000504475	-0.000249198	0.00192065
8	4.86241e-05	0.0019632	0.000571333	-0.000164106	0.000638191	-0.000309978	0.00274118
9	6.68581e-05	0.00272903	0.000765829	-0.000164106	0.000796219	-0.000382914	0.00382915
10	4.86241e-05	0.00357995	0.00100287	-0.000133716	0.00102111	-0.000455851	0.00513592
11	4.86241e-05	0.00446734	0.00129462	-6.07801e-05	0.00119129	-0.000516631	0.00654601
12	7.29361e-05	0.00551275	0.00164106	4.86241e-05	0.0014101	-0.000583489	0.00833903
13	9.72481e-05	0.00680737	0.00204221	0.000200574	0.001714	-0.000650347	0.0105028
14	0.000115482	0.00849705	0.0025163	0.000340368	0.00206652	-0.000698971	0.0132075
15	0.00012156	0.0106304	0.00304508	0.000498397	0.00249198	-0.000747595	0.0167692
16	3.6468e-05	0.0127942	0.0036468	0.000717205	0.00306939	-0.000790141	0.0206591
17	1.2156e-05	0.0152072	0.00433362	0.00100895	0.00362857	-0.000820531	0.024853
18	2.4312e-05	0.0178815	0.00508121	0.00138579	0.00423029	-0.000850921	0.0295634
19	3.039e-05	0.0207989	0.00587743	0.00188418	0.00486241	-0.000875233	0.0347358
20	3.039e-05	0.0241905	0.00664326	0.00247375	0.00556746	-0.000881311	0.0401088
21	5.47021e-05	0.0275881	0.00740301	0.00316056	0.00613879	-0.000881311	0.0455182
22	3.039e-05	0.0310343	0.0081263	0.00392032	0.00665542	-0.000856999	0.0508851
23	5.47021e-05	0.0344684	0.00918995	0.00475908	0.00714166	-0.000838765	0.0563796
24	1.2156e-05	0.0381273	0.0100226	0.00564647	0.00775554	-0.000808375	0.0618498
25	-0	0.04161	0.0106487	0.0065764	0.0084302	-0.000784063	0.0673626
26	6.07801e-06	0.04519	0.0113476	0.00744556	0.00916564	-0.000759751	0.0730698
27	3.039e-05	0.0488915	0.0120892	0.00807767	0.00998617	-0.000741517	0.0789169
28	5.47021e-05	0.0520703	0.0130738	0.0087341	0.0107581	-0.000735439	0.0844053
29	4.25461e-05	0.0547568	0.0142955	0.00957286	0.0116029	-0.000723283	0.0900031
30	6.68581e-05	0.0572548	0.0153591	0.0105575	0.0124721	-0.000735439	0.0955767
31	9.11701e-05	0.0597529	0.0164106	0.0115786	0.0132561	-0.000741517	0.100913
32	9.11701e-05	0.0621902	0.0175715	0.012624	0.0139673	-0.000771907	0.10642
33	3.039e-05	0.0644877	0.0188601	0.0136694	0.0147331	-0.000765829	0.111799
34	5.47021e-05	0.0666028	0.0200635	0.0147574	0.0154321	-0.000790141	0.116917
35	7.90141e-05	0.0686633	0.0212791	0.0158697	0.0161797	-0.000820531	0.122095
36	6.07801e-05	0.0705657	0.0225129	0.0170549	0.0169759	-0.000850921	0.127122
37	-1.2156e-05	0.0726322	0.0237893	0.0181854	0.0178025	-0.000887389	0.13213
38	1.8234e-05	0.0745954	0.0251022	0.0192187	0.0185622	-0.000917779	0.137108
39	4.25461e-05	0.0764796	0.0264819	0.0201729	0.0193585	-0.000954247	0.142183
