0.05 0.07 0.10 0.14 0.25 
0.07 0.10 0.14 0.22 0.37 
0.04 0.05 0.08 0.12 0.20 
0.05 0.08 0.13 0.19 0.30 
0.03 0.04 0.06 0.09 0.15 
0.10 0.14 0.22 0.33 0.53 
0.05 0.07 0.10 0.14 0.25 
0.10 0.15 0.22 0.32 0.54 
0.06 0.09 0.12 0.18 0.31 
0.04 0.06 0.09 0.13 0.22 
0.13 0.18 0.26 0.36 0.64 
0.06 0.09 0.16 0.25 0.37 
0.14 0.20 0.30 0.45 0.77 
0.07 0.10 0.16 0.24 0.38 
0.12 0.18 0.27 0.40 0.67 
0.18 0.25 0.37 0.54 0.93 
