3.69 7.40 11.11 
4.90 7.01 10.94 
5.91 9.07 13.48 
3.68 5.59 9.04 
4.94 8.01 12.67 
2.17 4.45 7.57 
9.20 14.09 22.03 
4.23 6.46 10.06 
10.08 14.51 21.92 
5.68 8.02 11.87 
4.06 5.88 9.08 
12.45 17.19 24.32 
6.12 10.20 17.26 
13.98 20.87 32.10 
6.91 10.97 17.42 
5.75 8.73 13.52 
17.43 24.72 36.30 
