0.06 0.08 0.13 0.19 0.33 
0.08 0.11 0.17 0.27 0.46 
0.04 0.06 0.10 0.16 0.27 
0.06 0.09 0.15 0.23 0.39 
0.03 0.04 0.07 0.11 0.18 
0.11 0.17 0.26 0.42 0.70 
0.05 0.08 0.12 0.18 0.31 
0.12 0.18 0.27 0.41 0.71 
0.07 0.10 0.15 0.23 0.40 
0.05 0.07 0.11 0.17 0.30 
0.15 0.22 0.32 0.47 0.83 
0.07 0.11 0.19 0.31 0.48 
0.17 0.24 0.38 0.60 1.03 
0.08 0.12 0.20 0.31 0.51 
0.14 0.20 0.33 0.50 0.86 
0.22 0.30 0.46 0.70 1.25 
