0.26 0.58 1.08 2.09 3.81 5.79 9.90 
0.33 0.74 1.38 2.71 5.17 7.98 15.34 
0.33 0.77 1.44 2.85 5.59 8.70 17.99 
0.45 1.04 1.94 3.97 8.05 12.57 26.04 
