 time       EAIS       Ross   Amundsen    Weddell  Peninsula
   34    0.01071    0.00756   -0.02243    0.02310   -0.02841
   35    0.01080    0.00641   -0.02367    0.02364   -0.02922
   36    0.01090    0.00589   -0.02474    0.02451   -0.03045
   37    0.01099    0.00408   -0.02548    0.02564   -0.03184
   38    0.01175    0.00572   -0.02701    0.02624   -0.03295
   39    0.01195    0.00750   -0.02787    0.02599   -0.03390
   40    0.01128    0.00868   -0.02961    0.02698   -0.03523
   41    0.01205    0.00915   -0.03093    0.02732   -0.03669
   42    0.01120    0.00882   -0.03217    0.02908   -0.03824
   43    0.01204    0.00884   -0.03343    0.02896   -0.03964
   44    0.01197    0.00990   -0.03453    0.02952   -0.04160
   45    0.01116    0.00923   -0.03542    0.02937   -0.04296
   46    0.01125    0.00973   -0.03648    0.02989   -0.04441
   47    0.01184    0.01087   -0.03754    0.03000   -0.04562
   48    0.01195    0.01184   -0.03874    0.03033   -0.04702
   49    0.01141    0.01292   -0.04026    0.03028   -0.04790
   50    0.01148    0.01411   -0.04164    0.03061   -0.04919
   51    0.01180    0.01355   -0.04334    0.03069   -0.05085
   52    0.01151    0.01464   -0.04514    0.03165   -0.05290
   53    0.01154    0.01574   -0.04581    0.03125   -0.05434
   54    0.01120    0.01661   -0.04754    0.03171   -0.05620
   55    0.01166    0.01759   -0.04788    0.03217   -0.05779
   56    0.01127    0.01789   -0.04899    0.03273   -0.05926
   57    0.01159    0.01897   -0.05043    0.03348   -0.06074
   58    0.01201    0.02012   -0.05160    0.03415   -0.06284
   59    0.01220    0.01995   -0.05267    0.03501   -0.06417
   60    0.01260    0.02011   -0.05395    0.03537   -0.06627
   61    0.01209    0.02132   -0.05495    0.03508   -0.06780
   62    0.01183    0.02206   -0.05618    0.03632   -0.06917
   63    0.01152    0.02349   -0.05764    0.03723   -0.07122
   64    0.01171    0.02444   -0.05898    0.03774   -0.07309
   65    0.01230    0.02438   -0.06021    0.03811   -0.07416
   66    0.01243    0.02500   -0.06106    0.03875   -0.07601
   67    0.01245    0.02631   -0.06243    0.04025   -0.07787
   68    0.01110    0.02752   -0.06409    0.04080   -0.07877
   69    0.01163    0.02888   -0.06493    0.04155   -0.08123
   70    0.01078    0.02895   -0.06588    0.04217   -0.08170
   71    0.01125    0.02961   -0.06702    0.04153   -0.08387
   72    0.01103    0.03009   -0.06868    0.04364   -0.08534
   73    0.01029    0.03088   -0.07001    0.04371   -0.08720
   74    0.00999    0.03174   -0.07157    0.04340   -0.08903
   75    0.00986    0.03226   -0.07295    0.04418   -0.09042
   76    0.00993    0.03276   -0.07435    0.04355   -0.09201
   77    0.00917    0.03312   -0.07569    0.04428   -0.09364
   78    0.00877    0.03279   -0.07631    0.04487   -0.09531
   79    0.00870    0.03355   -0.07798    0.04395   -0.09802
   80    0.00812    0.03464   -0.07943    0.04459   -0.09877
   81    0.00781    0.03469   -0.08075    0.04459   -0.10079
   82    0.00795    0.03530   -0.08192    0.04406   -0.10251
   83    0.00708    0.03623   -0.08327    0.04441   -0.10412
   84    0.00689    0.03693   -0.08491    0.04400   -0.10654
   85    0.00630    0.03754   -0.08674    0.04469   -0.10767
   86    0.00589    0.03755   -0.08828    0.04431   -0.11002
   87    0.00531    0.03871   -0.09021    0.04456   -0.11145
   88    0.00521    0.03974   -0.09166    0.04465   -0.11285
   89    0.00458    0.03969   -0.09317    0.04502   -0.11430
   90    0.00381    0.04049   -0.09438    0.04464   -0.11662
   91    0.00396    0.03975   -0.09585    0.04395   -0.11824
   92    0.00352    0.04036   -0.09701    0.04455   -0.12015
   93    0.00254    0.04025   -0.09862    0.04451   -0.12212
   94    0.00205    0.04087   -0.10039    0.04512   -0.12354
   95    0.00229    0.04129   -0.10190    0.04450   -0.12546
   96    0.00195    0.04135   -0.10307    0.04398   -0.12741
   97    0.00188    0.04167   -0.10418    0.04395   -0.12905
   98    0.00123    0.04120   -0.10649    0.04425   -0.13076
   99    0.00112    0.04268   -0.10817    0.04391   -0.13253
  100    0.00041    0.04290   -0.10940    0.04422   -0.13389
  101   -0.00132    0.04319   -0.11025    0.04281   -0.13522
  102   -0.00149    0.04264   -0.11219    0.04359   -0.13707
  103   -0.00143    0.04386   -0.11412    0.04368   -0.13922
  104   -0.00175    0.04328   -0.11569    0.04328   -0.14068
  105   -0.00253    0.04346   -0.11672    0.04308   -0.14300
  106   -0.00290    0.04327   -0.11869    0.04320   -0.14504
  107   -0.00382    0.04473   -0.12032    0.04294   -0.14677
  108   -0.00398    0.04496   -0.12155    0.04305   -0.14854
  109   -0.00433    0.04512   -0.12385    0.04318   -0.15015
  110   -0.00551    0.04528   -0.12478    0.04303   -0.15183
  111   -0.00635    0.04547   -0.12610    0.04329   -0.15367
  112   -0.00754    0.04581   -0.12783    0.04336   -0.15538
  113   -0.00760    0.04610   -0.12919    0.04353   -0.15758
  114   -0.00770    0.04650   -0.13039    0.04278   -0.15849
  115   -0.00798    0.04717   -0.13137    0.04298   -0.16021
  116   -0.00861    0.04696   -0.13325    0.04327   -0.16223
  117   -0.00931    0.04780   -0.13460    0.04332   -0.16425
  118   -0.01070    0.04769   -0.13645    0.04296   -0.16575
  119   -0.01096    0.04763   -0.13886    0.04257   -0.16752
  120   -0.01225    0.04791   -0.14078    0.04109   -0.16940
  121   -0.01334    0.04849   -0.14186    0.04217   -0.17156
  122   -0.01308    0.04866   -0.14303    0.04187   -0.17334
  123   -0.01349    0.04845   -0.14423    0.04237   -0.17560
  124   -0.01480    0.04805   -0.14559    0.04247   -0.17672
  125   -0.01562    0.04909   -0.14695    0.04284   -0.17863
  126   -0.01712    0.04910   -0.14834    0.04170   -0.18006
  127   -0.01666    0.04982   -0.15001    0.04150   -0.18271
  128   -0.01743    0.04984   -0.15116    0.04235   -0.18449
  129   -0.01784    0.04990   -0.15290    0.04208   -0.18564
  130   -0.01834    0.04994   -0.15456    0.04239   -0.18708
  131   -0.01921    0.05042   -0.15626    0.04213   -0.18893
  132   -0.02011    0.05126   -0.15688    0.04221   -0.19114
  133   -0.02130    0.05054   -0.15807    0.04232   -0.19308
  134   -0.02170    0.05152   -0.15900    0.04288   -0.19417
  135   -0.02221    0.05195   -0.16085    0.04377   -0.19572
  136   -0.02324    0.05217   -0.16262    0.04399   -0.19736
  137   -0.02348    0.05318   -0.16429    0.04316   -0.19901
  138   -0.02359    0.05399   -0.16526    0.04376   -0.20111
  139   -0.02398    0.05384   -0.16650    0.04382   -0.20225
  140   -0.02436    0.05447   -0.16811    0.04355   -0.20402
  141   -0.02537    0.05486   -0.16992    0.04340   -0.20607
  142   -0.02562    0.05501   -0.17107    0.04389   -0.20783
  143   -0.02660    0.05600   -0.17228    0.04379   -0.20981
  144   -0.02714    0.05638   -0.17378    0.04373   -0.21100
  145   -0.02813    0.05787   -0.17576    0.04388   -0.21287
  146   -0.02923    0.05772   -0.17706    0.04378   -0.21446
  147   -0.02946    0.05884   -0.17880    0.04408   -0.21628
  148   -0.03033    0.05921   -0.17991    0.04396   -0.21793
  149   -0.03050    0.05936   -0.18103    0.04367   -0.22026
  150   -0.03101    0.05990   -0.18276    0.04377   -0.22191
  151   -0.03202    0.06059   -0.18456    0.04460   -0.22345
  152   -0.03288    0.05997   -0.18531    0.04477   -0.22585
  153   -0.03359    0.06027   -0.18690    0.04605   -0.22738
  154   -0.03422    0.06089   -0.18805    0.04727   -0.22945
  155   -0.03525    0.06135   -0.19041    0.04785   -0.23123
  156   -0.03607    0.06083   -0.19243    0.04834   -0.23267
  157   -0.03665    0.06248   -0.19331    0.04885   -0.23507
  158   -0.03719    0.06321   -0.19473    0.04964   -0.23631
  159   -0.03811    0.06418   -0.19631    0.04944   -0.23855
  160   -0.03908    0.06418   -0.19750    0.04938   -0.24031
  161   -0.03938    0.06548   -0.19854    0.04988   -0.24150
  162   -0.04078    0.06653   -0.20042    0.05056   -0.24353
  163   -0.04164    0.06743   -0.20216    0.05104   -0.24446
  164   -0.04235    0.06876   -0.20310    0.05119   -0.24697
  165   -0.04357    0.06891   -0.20452    0.05207   -0.24889
  166   -0.04415    0.06898   -0.20628    0.05231   -0.25028
  167   -0.04445    0.07012   -0.20672    0.05294   -0.25174
  168   -0.04563    0.07112   -0.20864    0.05322   -0.25375
  169   -0.04590    0.07233   -0.20981    0.05355   -0.25556
  170   -0.04710    0.07405   -0.21171    0.05367   -0.25760
  171   -0.04780    0.07504   -0.21274    0.05420   -0.25901
  172   -0.04840    0.07622   -0.21436    0.05458   -0.26082
  173   -0.04947    0.07635   -0.21667    0.05513   -0.26260
  174   -0.05030    0.07722   -0.21712    0.05485   -0.26485
  175   -0.05148    0.07797   -0.21895    0.05523   -0.26666
  176   -0.05202    0.07841   -0.22057    0.05553   -0.26835
  177   -0.05346    0.07929   -0.22185    0.05585   -0.26993
  178   -0.05399    0.08084   -0.22326    0.05550   -0.27238
  179   -0.05508    0.08120   -0.22424    0.05580   -0.27344
  180   -0.05697    0.08170   -0.22600    0.05607   -0.27478
  181   -0.05711    0.08239   -0.22694    0.05639   -0.27696
  182   -0.05752    0.08311   -0.22802    0.05596   -0.27889
  183   -0.05840    0.08380   -0.22966    0.05651   -0.28082
  184   -0.05861    0.08432   -0.23100    0.05610   -0.28224
  185   -0.05944    0.08384   -0.23246    0.05671   -0.28415
  186   -0.06035    0.08522   -0.23414    0.05665   -0.28516
  187   -0.06104    0.08514   -0.23505    0.05643   -0.28712
  188   -0.06246    0.08592   -0.23614    0.05634   -0.28838
  189   -0.06391    0.08645   -0.23665    0.05660   -0.28968
  190   -0.06398    0.08579   -0.23821    0.05666   -0.29186
  191   -0.06557    0.08747   -0.23892    0.05724   -0.29338
  192   -0.06649    0.08779   -0.24096    0.05645   -0.29503
  193   -0.06762    0.08749   -0.24109    0.05607   -0.29679
  194   -0.06802    0.08769   -0.24216    0.05771   -0.29888
  195   -0.06882    0.08748   -0.24265    0.05761   -0.29998
  196   -0.06970    0.08762   -0.24385    0.05842   -0.30149
  197   -0.07025    0.08876   -0.24558    0.05837   -0.30307
  198   -0.07053    0.08810   -0.24637    0.05910   -0.30477
  199   -0.07180    0.08828   -0.24743    0.05877   -0.30635
  200   -0.07276    0.08827   -0.24808    0.05939   -0.30801
