0.18	0.77	20	0.26	0.79
0.09	0.76	15	0.12	0.77
0.28	0.83	20	0.36	0.84
0.14	0.74	45	0.32	0.80
0.14	0.91	5	0.15	0.92
0.14	0.90	0	0.14	0.90
0.16	0.85	0	0.16	0.85
0.00	0.28	0	0.00	0.28
0.18	0.89	60	0.45	0.93
0.23	0.85	25	0.37	0.89
0.25	0.62	0	0.25	0.62
0.59	0.83	0	0.59	0.83
0.02	0.04	95	0.14	0.12
0.23	0.85	0	0.23	0.85
0.23	0.78	0	0.23	0.78
0.16	0.70	40	0.31	0.73
0.08	0.04	0	0.08	0.04
0.12	0.79	0	0.12	0.79
0.12	0.68	20	0.16	0.73
