0.17	0.86	0	0.17	0.86
0.30	0.94	0	0.30	0.94
0.37	0.88	30	0.56	0.92
0.15	0.83	30	0.24	0.88
0.22	0.89	0	0.22	0.89
0.19	0.92	0	0.19	0.92
0.12	0.92	0	0.12	0.92
0.16	0.79	30	0.28	0.83
0.24	0.90	55	0.54	0.93
0.26	0.81	35	0.49	0.85
0.23	0.70	0	0.23	0.70
0.67	0.90	0	0.67	0.90
0.07	0.22	90	0.44	0.45
0.12	0.74	5	0.13	0.75
0.11	0.55	60	0.35	0.61
0.27	0.80	5	0.29	0.82
0.00	0.02	85	0.00	0.04
0.30	0.94	0	0.30	0.94
0.31	0.89	0	0.31	0.89
