0.07	0.73	35	0.14	0.80
0.07	0.73	35	0.15	0.81
0.37	0.89	0	0.37	0.89
0.11	0.82	55	0.31	0.91
0.37	0.95	20	0.49	0.96
0.37	0.95	25	0.53	0.96
0.23	0.79	50	0.63	0.88
0.19	0.80	55	0.60	0.90
0.09	0.73	85	0.39	0.86
0.11	0.55	60	0.31	0.62
0.31	0.92	0	0.31	0.92
0.26	0.83	10	0.30	0.83
0.00	0.00	85	0.00	0.03
0.07	0.50	65	0.32	0.77
0.03	0.27	65	0.18	0.59
0.08	0.65	85	0.41	0.70
0.21	0.63	40	0.47	0.83
0.26	0.90	5	0.28	0.92
0.25	0.85	50	0.64	0.92
