0.02 0.04 0.07 0.13 0.24 0.37 0.74 
0.02 0.05 0.07 0.14 0.28 0.44 0.92 
0.02 0.05 0.07 0.14 0.28 0.44 0.93 
0.03 0.06 0.09 0.17 0.36 0.58 1.29 
