0.17 0.39 0.64 1.20 2.48 3.93 8.29 
0.18 0.41 0.67 1.26 2.65 4.26 9.21 
0.18 0.40 0.65 1.22 2.53 4.03 8.59 
0.19 0.44 0.73 1.39 3.00 4.88 11.02 
