0.02 0.05 0.07 0.14 0.27 0.40 0.82 
0.03 0.05 0.08 0.15 0.31 0.47 1.00 
0.03 0.05 0.08 0.15 0.31 0.47 1.01 
0.03 0.06 0.09 0.18 0.38 0.61 1.37 
