2000	9.53695618477e-07
2005	0.0053972533552
2010	0.0111023431638
2015	0.0164832840353
2020	0.0208324283919
2025	0.0267595522112
2030	0.0333230038195
2035	0.0412462910278
2040	0.0499594266659
2045	0.060805824669
2050	0.069744265495
2055	0.082387148981
2060	0.096736001558
2065	0.111439201932
2070	0.124029948492
2075	0.136862275808
2080	0.148036232483
2085	0.160800402941
2090	0.17629657114
2095	0.189233227756
2100	0.201868693431
2105	0.214573382437
2110	0.22779175098
2115	0.242661582246
2120	0.259450407443
2125	0.276402599063
2130	0.29328887851
2135	0.308676328164
2140	0.321371674388
2145	0.335832979442
2150	0.350339565953
2155	0.363863555315
2160	0.376273215726
2165	0.389508579495
2170	0.401514649573
2175	0.415084451739
2180	0.427668369807
2185	0.440584022877
2190	0.452893086304
2195	0.46623274031
2200	0.477815315661
