2000	7.749541858e-06
2005	0.03919201455
2010	0.085913270345
2015	0.134908643353
2020	0.181638649722
2025	0.239094069559
2030	0.306384686408
2035	0.377374861715
2040	0.443959893174
2045	0.503962352578
2050	0.563654320573
2055	0.616113765649
2060	0.67006423444
2065	0.72535928548
2070	0.776055629717
2075	0.829197610604
2080	0.880033358913
2085	0.927764236996
2090	0.978290143
2095	1.02922876005
2100	1.08402184819
2105	1.14024859352
2110	1.19101870846
2115	1.24129793584
2120	1.28889358793
2125	1.33269671423
2130	1.37753178514
2135	1.42540117885
2140	1.47206654682
2145	1.5160067008
2150	1.55902837555
2155	1.60313801427
2160	1.64495036209
2165	1.68321995274
2170	1.72704988738
2175	1.77165302083
2180	1.81646950163
2185	1.85845540899
2190	1.89913765103
2195	1.94084343576
2200	1.986954802
