2000	1.43630791882e-06
2005	0.0098105181895
2010	0.0164044013388
2015	0.0228426789062
2020	0.0279934271309
2025	0.0338409717251
2030	0.0410804276332
2035	0.0481673814725
2040	0.0591086233756
2045	0.067539732279
2050	0.078902911294
2055	0.088062136607
2060	0.09821059185
2065	0.106862262765
2070	0.116600012362
2075	0.124133647802
2080	0.135063561277
2085	0.145588438027
2090	0.159056597791
2095	0.172744037239
2100	0.190364408714
2105	0.208220750863
2110	0.226191513203
2115	0.242007849787
2120	0.260030711392
2125	0.273823154536
2130	0.290270165731
2135	0.310358808076
2140	0.329586246392
2145	0.348005909647
2150	0.366502014361
2155	0.384474897121
2160	0.403379771103
2165	0.419800598481
2170	0.437220501602
2175	0.45398467373
2180	0.468530730123
2185	0.482400704273
2190	0.496541222757
2195	0.510894335404
2200	0.523958590083
